workerid,proliferate.condition,internal_node_id,response,response_0,response_1,response_2,response_3,rt,slider_0,slider_1,slider_2,slider_3,slider_start,stimulus,success,time_elapsed,trial_index,trial_type,error,scale_value
3,Condition 1,0.0-9.0-0.8,,0,0,0,100,3703,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/100dirty.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,512632,51,html-multi-slider-response,,1
3,Condition 1,0.0-9.0-0.9,,0,100,0,0,4967,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0clean-or-spotless.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,517601,52,html-multi-slider-response,,6
3,Condition 1,0.0-9.0-0.10,,100,0,0,0,10587,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/30clean.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,528189,53,html-multi-slider-response,,4
3,Condition 1,0.0-9.0-0.11,,0,0,100,0,3740,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0spotless-light2.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,531930,54,html-multi-slider-response,,8
3,Condition 1,0.0-9.0-0.12,,0,0,0,100,4380,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/60dirty-withspots.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,536312,55,html-multi-slider-response,,2
3,Condition 1,0.0-9.0-0.13,,0,0,0,100,4047,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/45dirty-withspots.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,540361,56,html-multi-slider-response,,3
3,Condition 1,0.0-9.0-0.14,,0,0,0,100,2711,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/100dirty.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,543074,57,html-multi-slider-response,,1
3,Condition 1,0.0-9.0-0.15,,0,0,100,0,3579,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0spotless-light4.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,546655,58,html-multi-slider-response,,9
3,Condition 1,0.0-9.0-0.16,,0,100,0,0,3534,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0spotless.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,550190,59,html-multi-slider-response,,7
3,Condition 1,0.0-9.0-0.17,,100,0,0,0,8190,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/15clean.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,558382,60,html-multi-slider-response,,5
9,Condition 1,0.0-5.0-0.0,,0,0,0,100,19261,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/70degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,88281,5,html-multi-slider-response,,7
9,Condition 1,0.0-5.0-0.1,,0,0,0,100,10488,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/60degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,98774,6,html-multi-slider-response,,6
9,Condition 1,0.0-5.0-0.2,,0,0,0,100,7715,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/10degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,106491,7,html-multi-slider-response,,1
9,Condition 1,0.0-5.0-0.3,,0,100,0,0,8157,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/40degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,114651,8,html-multi-slider-response,,4
9,Condition 1,0.0-5.0-0.4,,100,0,0,0,8043,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/20degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,122697,9,html-multi-slider-response,,2
9,Condition 1,0.0-5.0-0.5,,0,0,100,0,6465,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/90degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,129164,10,html-multi-slider-response,,9
9,Condition 1,0.0-5.0-0.6,,100,0,0,0,13429,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/50degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,142596,11,html-multi-slider-response,,5
9,Condition 1,0.0-5.0-0.7,,100,0,0,0,9958,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/30degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,152556,12,html-multi-slider-response,,3
9,Condition 1,0.0-5.0-0.8,,0,100,0,0,24332,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/80degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,176889,13,html-multi-slider-response,,8
9,Condition 1,0.0-5.0-0.9,,0,0,0,100,14286,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/30degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,191179,14,html-multi-slider-response,,3
9,Condition 1,0.0-5.0-0.10,,0,0,100,0,14566,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/90degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,205746,15,html-multi-slider-response,,9
9,Condition 1,0.0-5.0-0.11,,100,0,0,0,16503,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/20degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,222251,16,html-multi-slider-response,,2
9,Condition 1,0.0-5.0-0.12,,100,0,0,0,20532,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/40degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,242785,17,html-multi-slider-response,,4
9,Condition 1,0.0-5.0-0.13,,0,0,0,100,7971,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/50degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,250758,18,html-multi-slider-response,,5
9,Condition 1,0.0-5.0-0.14,,0,100,0,0,7940,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/70degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,258700,19,html-multi-slider-response,,7
9,Condition 1,0.0-5.0-0.15,,100,0,0,0,9910,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/10degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,268612,20,html-multi-slider-response,,1
9,Condition 1,0.0-5.0-0.16,,0,100,0,0,16596,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/60degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,285210,21,html-multi-slider-response,,6
9,Condition 1,0.0-5.0-0.17,,0,100,0,0,8020,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/80degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,293232,22,html-multi-slider-response,,8
9,Condition 1,0.0-7.0-0.0,,0,100,0,0,8086,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/5wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,307169,24,html-multi-slider-response,,6
9,Condition 1,0.0-7.0-0.1,,100,0,0,0,10803,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/13wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,317974,25,html-multi-slider-response,,2
9,Condition 1,0.0-7.0-0.2,,0,0,100,0,14492,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/3wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,332468,26,html-multi-slider-response,,7
9,Condition 1,0.0-7.0-0.3,,0,0,100,0,11930,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/0wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,344401,27,html-multi-slider-response,,9
9,Condition 1,0.0-7.0-0.4,,0,0,0,100,11760,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/30wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,356163,28,html-multi-slider-response,,1
9,Condition 1,0.0-7.0-0.5,,0,0,0,100,8353,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/7wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,364518,29,html-multi-slider-response,,5
9,Condition 1,0.0-7.0-0.6,,100,0,0,0,9325,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/9wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,373845,30,html-multi-slider-response,,4
9,Condition 1,0.0-7.0-0.7,,100,0,0,0,10310,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/11wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,384157,31,html-multi-slider-response,,3
9,Condition 1,0.0-7.0-0.8,,0,0,100,0,8455,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/1wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,392615,32,html-multi-slider-response,,8
9,Condition 1,0.0-7.0-0.9,,0,0,0,100,6194,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/30wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,398811,33,html-multi-slider-response,,1
9,Condition 1,0.0-7.0-0.10,,0,100,0,0,8801,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/1wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,407614,34,html-multi-slider-response,,8
9,Condition 1,0.0-7.0-0.11,,100,0,0,0,10434,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/11wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,418051,35,html-multi-slider-response,,3
9,Condition 1,0.0-7.0-0.12,,100,0,0,0,5377,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/13wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,423430,36,html-multi-slider-response,,2
9,Condition 1,0.0-7.0-0.13,,0,100,0,0,6190,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/5wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,429622,37,html-multi-slider-response,,6
9,Condition 1,0.0-7.0-0.14,,0,100,0,0,4862,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/3wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,434486,38,html-multi-slider-response,,7
9,Condition 1,0.0-7.0-0.15,,0,100,0,0,4438,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/7wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,438927,39,html-multi-slider-response,,5
9,Condition 1,0.0-7.0-0.16,,0,0,100,0,11373,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/0wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,450302,40,html-multi-slider-response,,9
9,Condition 1,0.0-7.0-0.17,,100,0,0,0,6600,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/9wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,456905,41,html-multi-slider-response,,4
9,Condition 1,0.0-9.0-0.0,,0,0,100,0,12182,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/15clean.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,473272,43,html-multi-slider-response,,5
9,Condition 1,0.0-9.0-0.1,,0,0,100,0,5890,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/30clean.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,479164,44,html-multi-slider-response,,4
9,Condition 1,0.0-9.0-0.2,,0,0,100,0,4654,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0clean-or-spotless.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,483821,45,html-multi-slider-response,,6
9,Condition 1,0.0-9.0-0.3,,100,0,0,0,5933,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/60dirty-withspots.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,489757,46,html-multi-slider-response,,2
9,Condition 1,0.0-9.0-0.4,,0,0,100,0,4971,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0spotless-light2.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,494730,47,html-multi-slider-response,,8
9,Condition 1,0.0-9.0-0.5,,0,100,0,0,5738,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0spotless.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,500470,48,html-multi-slider-response,,7
9,Condition 1,0.0-9.0-0.6,,0,0,100,0,5145,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0spotless-light4.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,505617,49,html-multi-slider-response,,9
9,Condition 1,0.0-9.0-0.7,,0,0,0,100,8246,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/100dirty.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,513866,50,html-multi-slider-response,,1
9,Condition 1,0.0-9.0-0.8,,0,0,0,100,6020,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/45dirty-withspots.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,519888,51,html-multi-slider-response,,3
9,Condition 1,0.0-9.0-0.9,,0,0,0,100,7159,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/45dirty-withspots.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,527049,52,html-multi-slider-response,,3
9,Condition 1,0.0-9.0-0.10,,0,0,100,0,6839,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0spotless-light4.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,533891,53,html-multi-slider-response,,9
9,Condition 1,0.0-9.0-0.11,,0,0,0,100,5530,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/60dirty-withspots.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,539423,54,html-multi-slider-response,,2
9,Condition 1,0.0-9.0-0.12,,0,0,100,0,14253,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0spotless.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,553678,55,html-multi-slider-response,,7
9,Condition 1,0.0-9.0-0.13,,0,0,0,100,4774,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/100dirty.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,558454,56,html-multi-slider-response,,1
9,Condition 1,0.0-9.0-0.14,,0,100,0,0,6459,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0clean-or-spotless.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,564916,57,html-multi-slider-response,,6
9,Condition 1,0.0-9.0-0.15,,0,100,0,0,4434,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/15clean.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,569352,58,html-multi-slider-response,,5
9,Condition 1,0.0-9.0-0.16,,0,0,100,0,4551,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0spotless-light2.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,573906,59,html-multi-slider-response,,8
9,Condition 1,0.0-9.0-0.17,,100,0,0,0,4856,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/30clean.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,578764,60,html-multi-slider-response,,4
6,Condition 1,0.0-5.0-0.0,,0,90,0,10,22577,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/90degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,79390,5,html-multi-slider-response,,9
6,Condition 1,0.0-5.0-0.1,,0,0,0,100,11010,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/10degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,90402,6,html-multi-slider-response,,1
6,Condition 1,0.0-5.0-0.2,,14,0,0,86,13726,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/50degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,104130,7,html-multi-slider-response,,5
6,Condition 1,0.0-5.0-0.3,,20,0,0,80,11545,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/70degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,115675,8,html-multi-slider-response,,7
6,Condition 1,0.0-5.0-0.4,,25,25,0,50,19015,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/80degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,134692,9,html-multi-slider-response,,8
6,Condition 1,0.0-5.0-0.5,,0,0,0,100,6431,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/40degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,141124,10,html-multi-slider-response,,4
6,Condition 1,0.0-5.0-0.6,,0,0,0,100,3913,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/30degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,145038,11,html-multi-slider-response,,3
6,Condition 1,0.0-5.0-0.7,,0,0,0,100,4578,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/20degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,149617,12,html-multi-slider-response,,2
6,Condition 1,0.0-5.0-0.8,,15,0,0,85,10151,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/60degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,159769,13,html-multi-slider-response,,6
6,Condition 1,0.0-5.0-0.9,,10,0,0,90,14325,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/50degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,174096,14,html-multi-slider-response,,5
6,Condition 1,0.0-5.0-0.10,,20,20,0,60,18025,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/90degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,192123,15,html-multi-slider-response,,9
6,Condition 1,0.0-5.0-0.11,,15,15,0,70,18986,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/80degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,211110,16,html-multi-slider-response,,8
6,Condition 1,0.0-5.0-0.12,,0,0,0,100,4109,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/40degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,215221,17,html-multi-slider-response,,4
6,Condition 1,0.0-5.0-0.13,,0,0,0,100,3144,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/30degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,218365,18,html-multi-slider-response,,3
6,Condition 1,0.0-5.0-0.14,,9,0,0,91,9464,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/60degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,227830,19,html-multi-slider-response,,6
6,Condition 1,0.0-5.0-0.15,,0,0,0,100,4841,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/20degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,232672,20,html-multi-slider-response,,2
6,Condition 1,0.0-5.0-0.16,,12,0,0,88,10903,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/70degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,243577,21,html-multi-slider-response,,7
6,Condition 1,0.0-5.0-0.17,,0,0,0,100,5441,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/10degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,249019,22,html-multi-slider-response,,1
6,Condition 1,0.0-7.0-0.0,,20,10,0,70,18306,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/5wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,282729,24,html-multi-slider-response,,6
6,Condition 1,0.0-7.0-0.1,,10,0,0,90,10849,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/11wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,293579,25,html-multi-slider-response,,3
6,Condition 1,0.0-7.0-0.2,,15,0,0,85,9547,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/9wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,303126,26,html-multi-slider-response,,4
6,Condition 1,0.0-7.0-0.3,,20,20,0,60,18306,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/3wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,321433,27,html-multi-slider-response,,7
6,Condition 1,0.0-7.0-0.4,,9,0,0,91,7438,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/7wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,328872,28,html-multi-slider-response,,5
6,Condition 1,0.0-7.0-0.5,,45,30,9,16,16941,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/1wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,345814,29,html-multi-slider-response,,8
6,Condition 1,0.0-7.0-0.6,,0,0,0,100,4134,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/30wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,349949,30,html-multi-slider-response,,1
6,Condition 1,0.0-7.0-0.7,,10,0,0,90,6411,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/13wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,356361,31,html-multi-slider-response,,2
6,Condition 1,0.0-7.0-0.8,,15,33,42,10,19146,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/0wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,375509,32,html-multi-slider-response,,9
6,Condition 1,0.0-7.0-0.9,,13,0,0,87,5588,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/7wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,381097,33,html-multi-slider-response,,5
